#,Status,Name,Preview,Filled,Animated,Category,Creative Freedom,Brief,Keywords
267,To Do,pos,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/267-pos.png"")",FALSE,FALSE,Financial,,,"maquininha, point of sale, payment, method"
268,To Do,bell_off,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/268-bell_off.png"")",FALSE,FALSE,System,,,"notification, sino, alert"
269,To Do,nucoin_level4,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/269-nucoin_level4.png"")",FALSE,FALSE,Products,,,"nucoin, level, loyalty"
270,To Do,heart_halo,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/270-heart_halo.png"")",FALSE,FALSE,Objects,,,"love, coração, insurance, seguro, death, coverage, angel"
271,To Do,nu_tag_ship,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/271-nu_tag_ship.png"")",FALSE,FALSE,Objects,,,"pedágio, toll, estacionamento, highway, rodovia, entrega, tracking, nutag"
272,To Do,card_collateral,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/272-card_collateral.png"")",FALSE,FALSE,Financial,,,"cartão, roxinho, vertical, dollar sign, money, currency"
273,To Do,sofa_bed,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/273-sofa_bed.png"")",FALSE,FALSE,Categories,,,"hotel, sleep, couch, convertible, furniture, single, bedroom, living, mattress"
274,To Do,nucoin_level3,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/274-nucoin_level3.png"")",FALSE,FALSE,Products,,,"nucoin, level, loyalty"
275,To Do,global_virtual_card,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/275-global_virtual_card.png"")",FALSE,FALSE,Financial,,,"cartão, roxinho, global, vertical, virtual"
276,To Do,hearts,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/276-hearts.png"")",FALSE,FALSE,Objects,,,"favorite, favourite, love, like, vidas juntas, coração, insurance, seguro"
277,To Do,uv_logo,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/277-uv_logo.png"")",FALSE,FALSE,Logos,,,"logo, uv, ultravioleta"
278,To Do,money_shield,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/278-money_shield.png"")",FALSE,FALSE,Objects,,,"cdb, fixed income, money protection, security, trustworthy, renda fixa, fgc"
279,To Do,rocket,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/279-rocket.png"")",FALSE,FALSE,Objects,,,"rocket, turbo, boosted"
280,To Do,board_games,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/280-board_games.png"")",FALSE,FALSE,Categories,,,"play, dice, leisure, hobby, dado"
281,To Do,suitcase,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/281-suitcase.png"")",FALSE,FALSE,Categories,,,"luggage, bagagem, equipaje, maleta, turismo, mala, bolsa"
282,To Do,sentiment_neutral,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/282-sentiment_neutral.png"")",FALSE,FALSE,Actions,,,"emoji, smiley, emotion, face, bored, meh, ok, poker"
283,To Do,bar_code_share,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/283-bar_code_share.png"")",FALSE,FALSE,Financial,,,"barcode, share, boleto, DDA, compartilhar, shared, contact, payment, pagamento, compartilhado, user, person"
284,To Do,shower,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/284-shower.png"")",FALSE,FALSE,Categories,,,"bath, banho, ducha, regadera, higienização, clean, water, água"
285,To Do,cars_shield,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/285-cars_shield.png"")",FALSE,FALSE,Objects,,,"transport, vehicle, short, safe, safety, protection, security, trustworthy, badge, insurance"
286,To Do,atm_services,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/286-atm_services.png"")",FALSE,FALSE,Financial,,,
287,To Do,shared_virtual_card,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/287-shared_virtual_card.png"")",FALSE,FALSE,Financial,,,"cartão, roxinho, vertical, virtual, dotted, user, shared"
288,To Do,refrigerator,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/288-refrigerator.png"")",FALSE,FALSE,Categories,,,"fridge, kitchen, appliance, cool"
289,To Do,stethoscope,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/289-stethoscope.png"")",FALSE,FALSE,Objects,,,"health, insurance, doctor, heart, tool, stethoscope"
290,To Do,bbq,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/290-bbq.png"")",FALSE,FALSE,Categories,,,"food, meat, grill, barbecue, cooking, outdoor, party"
291,To Do,wifi,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/291-wifi.png"")",FALSE,FALSE,Categories,,,"internet, connect, connectivity, signal"
292,To Do,coin,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/292-coin.png"")",FALSE,FALSE,Financial,,,"coin, change, roundup, spare"
293,To Do,expand,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/293-expand.png"")",FALSE,FALSE,UI Actions,,,
294,To Do,user_outside,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/294-user_outside.png"")",FALSE,FALSE,Objects,,,"modo rua, house, home, person"
295,To Do,play_circle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/295-play_circle.png"")",FALSE,FALSE,Actions,,,"start, being, video, go, run"
296,To Do,flower,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/296-flower.png"")",FALSE,FALSE,Objects,,,"insurance, coverage, death, funeral, gratitude, garden, gratidão, flor"
297,To Do,book,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/297-book.png"")",FALSE,FALSE,Objects,,,"notebook, terms, help, manual, bible"
298,To Do,fire,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/298-fire.png"")",FALSE,FALSE,Objects,,,"insurance, coverage, elements, fire, burning"
299,To Do,more_vertical,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/299-more_vertical.png"")",FALSE,FALSE,UI Actions,,,"kebab, meatballs, options, menu, ellipsis, other, extra, churrasquinho, espetinho"
300,To Do,fire_extinguisher,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/300-fire_extinguisher.png"")",FALSE,FALSE,Categories,,,"fire, fighter, safety, protection, emergency"
301,To Do,libras,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/301-libras.png"")",FALSE,FALSE,Human,,,"accessibility, a11y, sign, language, hands"
302,To Do,card_blocked,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/302-card_blocked.png"")",FALSE,FALSE,Financial,,,"cartão, roxinho, vertical, lock, blocked, secure, safe, protect, safety"
303,To Do,volume_up,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/303-volume_up.png"")",FALSE,FALSE,System,,,"speaker, sound, audio, megaphone"
304,To Do,shield_phone,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/304-shield_phone.png"")",FALSE,FALSE,Objects,,,"safe, safety, protection, security, trustworthy, badge, phone, live, call, incoming, shield"
305,To Do,eye_sparkle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/305-eye_sparkle.png"")",FALSE,FALSE,Actions,,,"accessibility, eye, open, show"
306,To Do,card_transfer,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/306-card_transfer.png"")",FALSE,FALSE,Financial,,,"card, transfer, pix, vertical, roxinho"
307,To Do,double_bed,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/307-double_bed.png"")",FALSE,FALSE,Categories,,,"hotel, sleep, furniture, bedroom, mattress, couple"
308,To Do,volume_off,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/308-volume_off.png"")",FALSE,FALSE,System,,,"muted, mute, sound, speaker, voice, silent, silence"
309,To Do,taxi_car,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/309-taxi_car.png"")",FALSE,FALSE,Categories,,,"transport, vehicle, short"
310,To Do,bre_b,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/310-bre_b.png"")",FALSE,FALSE,Logos,,,"transfer, logo, instant, Colombia, breb"
311,To Do,play,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/311-play.png"")",FALSE,FALSE,Actions,,,"start, being, video, go, run"
312,To Do,pig,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/312-pig.png"")",FALSE,FALSE,Products,,,"savings, save, money, piggy bank"
313,To Do,remove_circle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/313-remove_circle.png"")",FALSE,FALSE,Actions,,,"dash, minus, less"
314,To Do,towel,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/314-towel.png"")",FALSE,FALSE,Categories,,,"bath, bathroom, fabric, hygiene, hotel"
315,To Do,email_add,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/315-email_add.png"")",FALSE,FALSE,Actions,,,"message, letter, invitation, invite, plus, create, more, include, new"
316,To Do,robot,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/316-robot.png"")",FALSE,FALSE,Objects,,,
317,To Do,foot_circles,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/317-foot_circles.png"")",FALSE,FALSE,Objects,,,"foot, circle, skin, feet"
318,To Do,taj_mahal,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/318-taj_mahal.png"")",FALSE,FALSE,Categories,,,"india, índia, patrimonio, arquitectura, cultura, monumento, templo, espiritualidade"
319,To Do,ping_pong,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/319-ping_pong.png"")",FALSE,FALSE,Categories,,,"racket, play, fun, leisure, sports, ball"
320,To Do,washing_machine,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/320-washing_machine.png"")",FALSE,FALSE,Categories,,,"clothes, wash, laundry, appliance, cleaning"
321,To Do,whatsapp,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/321-whatsapp.png"")",FALSE,FALSE,Social,,,"network, social media, message, messaging, fb, meta, chat"
322,To Do,ev_charger,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/322-ev_charger.png"")",FALSE,FALSE,Categories,,,"electric, vehicle, charging, station, car"
323,To Do,gift_cards,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/323-gift_cards.png"")",FALSE,FALSE,Objects,,,"card, cartão, gift, present, surprise, bonus, bow"
324,To Do,shield_warning,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/324-shield_warning.png"")",FALSE,FALSE,Objects,,,"Exclamation, protection, alert, important, attention, unsafe"
325,To Do,stretching,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/325-stretching.png"")",FALSE,FALSE,Categories,,,"exercise, exercício, ejercicio, flexibilidad, postura, alongamento, health"
326,To Do,cpf,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/326-cpf.png"")",FALSE,FALSE,Objects,,,"id, tag, document, info, profile"
327,To Do,horizontal_virtual_card,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/327-horizontal_virtual_card.png"")",FALSE,FALSE,Financial,,,"cartão, roxinho, moradita, tarjeta, virtual, dotted"
328,To Do,bike,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/328-bike.png"")",FALSE,FALSE,Categories,,,"cycling, bicicleta, bici, transporte, movilidad"
329,To Do,curative,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/329-curative.png"")",FALSE,FALSE,Objects,,,"health, insurance, care, hurt, bruised, tool, curative"
330,To Do,eiffel_tower,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/330-eiffel_tower.png"")",FALSE,FALSE,Categories,,,"france, frança, francia, paris, arquitectura, monumento"
331,To Do,car_glass_spark,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/331-car_glass_spark.png"")",FALSE,FALSE,Objects,,,"transport, vehicle, short, door, clean, new, porta"
332,To Do,card_receveid,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/332-card_receveid.png"")",FALSE,FALSE,Financial,,,"additional card, card received, owner, holder, hand"
333,To Do,laptop,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/333-laptop.png"")",FALSE,FALSE,Categories,,,"work, trabalho, trabajo, portátil, oficina, pc, computer"
334,To Do,shapes_box,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/334-shapes_box.png"")",FALSE,FALSE,Objects,,,"triangle, square, circle, geometric, items, stuff, etfs, etf, equities, equity"
335,To Do,restaurant,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/335-restaurant.png"")",FALSE,FALSE,Categories,,,"food, bowl, meal, hashi, chopsticks, tigela"
336,To Do,car_shield,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/336-car_shield.png"")",FALSE,FALSE,Objects,,,"transport, vehicle, short, safe, safety, protection, security, trustworthy, badge, insurance"
337,To Do,twitter,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/337-twitter.png"")",FALSE,FALSE,Social,,,"network, social media, tweet"
338,To Do,international_transfer,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/338-international_transfer.png"")",FALSE,FALSE,Financial,,,"globe, global, network, arrow, up, out, outcome"
339,To Do,co2_alarm,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/339-co2_alarm.png"")",FALSE,FALSE,Categories,,,"fire, smoke, detector, carbon, monoxide, safety, security"
340,To Do,square,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/340-square.png"")",FALSE,FALSE,Actions,,,"stop, shape"
341,To Do,horizontal_card,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/341-horizontal_card.png"")",FALSE,FALSE,Financial,,,"cartão, roxinho, moradita, tarjeta"
342,To Do,smartphone_lock,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/342-smartphone_lock.png"")",FALSE,FALSE,Objects,,,"device, mobile, celular, lock, blocked, cadeado, safe, secure, security, safety"
343,To Do,interest,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/343-interest.png"")",FALSE,FALSE,Financial,,,"percentage, math"
344,To Do,nu_logo,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/344-nu_logo.png"")",FALSE,FALSE,Logos,,,"nubank, logotype, logomark, brand, logomarca, logotipo"
345,To Do,shop_search,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/345-shop_search.png"")",FALSE,FALSE,Products,,,"nupay, shop, search, bag"
346,To Do,bitcoin,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/346-bitcoin.png"")",FALSE,FALSE,Products,,,"bitcoin, crypto, coin"
347,To Do,single_bed,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/347-single_bed.png"")",FALSE,FALSE,Categories,,,"hotel, sleep, furniture, bedroom, mattress"
348,To Do,close_mini,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/348-close_mini.png"")",FALSE,FALSE,UI Actions,,,"x, cerrar, fechar, cancel"
349,To Do,half_dotted_circle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/349-half_dotted_circle.png"")",FALSE,FALSE,Actions,,,"pending, task, requirement, validation, in progress, empty"
350,To Do,face_scan,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/350-face_scan.png"")",FALSE,FALSE,Human,,,"biometry, authentication, face, scan, recognition"
